bedrooms,bathrooms,sqft_living,sqft_lot,sqft_living15,sqft_lot15,condition,grade,view,waterfront,price_log
3,1.0,1390,6000,1170,6000,3,5,0,0,12.345838935721968
3,1.0,1080,10500,1200,9607,3,7,0,0,11.794345471549745
2,1.0,840,4500,1300,5000,3,6,0,0,12.84132849667433
5,2.5,2600,4284,1620,5000,3,9,0,0,13.560619598657233
3,2.25,2030,8690,1720,8800,4,8,0,0,12.568981617474362
3,1.0,1040,16986,1660,16986,4,7,0,0,12.660172350152195
3,3.5,1900,2133,1530,3264,3,8,0,0,12.948012371209098
3,1.75,2040,5775,1360,4400,3,7,0,0,13.222210522327158
4,1.0,1660,34848,2160,11467,1,5,0,0,13.217675375388819
2,1.0,860,10400,1390,9086,4,6,0,0,12.180759965737863
4,1.0,1070,5750,1270,5750,3,6,0,0,12.90122032375966
3,1.75,1830,9758,1850,8000,3,8,0,0,12.97142652768818
3,1.0,1120,7250,1340,7302,4,7,0,0,12.745488641595722
6,8.0,12050,27600,3940,8800,4,13,3,0,15.856731016694035
4,2.75,3120,20031,3330,18777,4,9,2,0,14.272936037914342
2,1.0,1500,3420,2050,3420,3,7,0,0,13.081543466215237
2,1.0,830,7200,1150,6600,2,6,0,0,12.206077645517674
3,2.5,2620,8950,2850,8809,3,9,0,0,13.522482219667573
4,4.75,5230,89298,4110,107153,3,11,0,0,14.115615891155079
3,1.0,980,7560,1300,7560,3,7,0,0,12.377935533956002
3,3.75,2780,5002,3110,5717,3,10,0,0,13.610944619216111
4,2.0,1890,5188,1800,4848,4,7,0,0,13.42246945133505
3,2.5,2160,8809,930,5420,3,9,0,0,13.500801182986649
4,1.75,2340,5940,1930,5940,3,8,0,0,13.385498114212531
3,2.0,1640,2808,2270,5328,4,7,3,0,13.25339339419516
3,3.25,2730,9588,2730,12736,3,10,1,0,13.796328757914972
3,1.0,1720,16552,1550,15457,4,7,0,0,12.779594156325743
2,1.75,1810,4220,1350,4479,3,8,0,0,13.100119813444692
3,2.25,1580,920,1250,1150,3,8,0,0,12.873776369186693
4,2.5,2000,6107,2040,6520,3,8,0,0,13.038875241052304
4,2.0,1610,8000,1560,7896,3,7,0,0,13.173058392858724
4,2.5,2660,5608,3010,5608,3,9,0,0,13.499430382731967
3,1.75,1320,6030,1840,6565,4,7,0,0,12.923792919343217
3,2.25,2090,15000,1690,14400,3,7,0,0,12.855792879125431
5,1.75,1580,5292,1600,2976,3,6,0,0,12.487488878546145
4,3.0,2750,7500,2440,7500,5,8,0,0,13.47302165746721
5,2.5,2990,7292,2150,8190,4,8,0,0,12.736556768559339
3,1.5,2060,15050,1900,15674,4,7,0,0,12.591338447675579
4,1.0,1140,6250,1140,1370,3,6,0,0,12.873904582205107
2,1.0,720,5913,1560,6600,3,6,0,0,12.345838935721968
3,1.0,1000,9150,1490,10647,3,7,0,0,12.487488878546145
4,2.5,2500,4945,2760,6000,3,9,0,0,13.26212705890841
4,2.5,1910,5000,2020,5000,3,7,0,0,12.60317286530671
3,2.25,1710,4561,1810,4770,4,8,0,0,13.122365377402328
3,2.5,2190,3600,2300,3600,3,9,0,0,13.384729180332174
4,2.0,1930,3976,1470,4080,4,8,0,0,13.384729180332174
3,1.75,1330,9831,1330,7500,3,7,0,0,12.421188057397055
3,2.5,2060,2551,2060,2936,3,8,0,0,13.429849547739444
4,1.5,1570,9210,2326,9210,3,7,2,0,12.736409677721657
3,1.75,2240,10578,1570,10578,5,8,0,0,13.527829818844937
4,2.5,2360,7350,1450,7305,4,7,0,0,12.560247968016562
4,3.5,4010,9654,1870,9873,3,10,0,0,14.366518547731806
4,2.5,2390,7056,2590,7801,3,9,0,0,12.793862088206213
3,2.5,2830,5831,2830,6064,3,9,0,0,13.327751835792448
4,2.5,2960,4750,2960,4750,3,9,0,0,13.573440270649085
3,1.5,1490,7275,1420,7330,3,7,0,0,12.936036208848487
4,2.5,2620,16200,3050,11875,4,7,2,0,13.783050380802182
2,1.0,1120,8661,1470,7205,3,7,0,0,12.896719202134523
3,2.25,1640,7200,1830,8372,4,8,0,0,12.765691290604371
3,1.75,1740,8800,1690,7920,3,7,0,0,12.449022745701502
5,3.5,3190,4247,2580,3989,3,8,0,0,13.567050480716235
3,2.5,2470,4948,2500,4993,3,8,0,0,12.73080413304066
3,1.5,1420,5000,1400,7500,3,7,0,0,12.230770136157428
3,1.75,1770,16909,1960,9100,5,8,0,0,12.9478933167868
3,1.75,1300,12378,1300,11596,4,6,0,0,12.847929163278053
3,2.5,2750,35000,2780,35862,3,9,0,0,13.345508528717259
5,2.5,3020,21441,1610,16445,4,8,0,0,12.676079399771027
4,2.5,2811,7251,3040,7250,3,9,0,0,13.02805489573287
4,2.5,2540,8706,2540,6239,3,9,0,0,13.353476685668044
4,2.75,1800,5453,1820,6900,3,7,0,0,12.749852272189257
2,1.0,1240,27042,2140,20059,3,6,1,0,12.779875885354993
4,1.75,1800,5210,1870,5365,5,7,0,0,12.73670383776449
4,2.5,1940,3200,1900,3200,3,8,0,0,12.847929163278053
3,2.0,1720,128066,2360,111078,3,7,0,0,12.964541634128395
3,2.0,1760,11410,1680,9165,5,7,0,0,12.666660207428574
4,2.25,2250,41688,2350,37920,3,8,0,0,13.251637470576167
4,1.75,1870,6000,1710,6000,5,8,0,0,13.45883704259595
4,2.5,1860,8117,2040,8199,4,8,0,0,13.279368835614243
3,2.25,1630,7573,1550,7695,3,7,2,0,13.102162710901053
4,2.75,2230,10160,1740,10080,3,7,0,0,12.54254845357358
3,2.5,2170,8140,2390,8100,3,9,0,0,12.873776369186693
3,1.5,1240,5200,1060,5200,5,6,0,0,12.273735966890268
5,3.0,4290,20445,3620,22325,4,11,0,0,14.801327725621299
4,2.25,1950,7280,1910,7280,4,8,0,0,12.301387370778713
2,2.0,1680,5756,1340,5447,4,7,0,0,12.25486757159303
4,1.75,2960,11347,1660,8911,4,8,0,0,13.058360179622305
3,2.5,2190,5091,2200,5948,3,8,0,0,12.807655372286902
3,1.75,2060,3600,1730,2475,3,7,0,0,13.296318365198623
4,3.0,4460,6833,3130,7450,3,10,0,0,14.462614323582885
4,2.5,2610,8031,2320,8031,3,8,0,0,13.1421679654829
4,2.5,1890,4158,2720,4549,3,8,0,0,12.650280788619
3,2.5,1860,1290,1710,1525,3,9,0,0,13.500801182986649
3,1.75,1800,8462,2210,8436,3,8,0,0,13.138238695062618
5,2.75,3030,7000,1790,7330,4,7,0,0,12.679199517372098
3,2.25,1880,10880,2120,10240,3,8,0,0,13.191704721500981
3,3.0,1530,2132,1530,3384,3,8,0,0,12.20582761551277
2,1.0,1390,19988,2580,10490,4,7,2,0,12.632976296995821
3,2.25,2270,23900,2520,28300,3,9,0,0,13.429849547739444
4,2.5,1640,6000,1640,4800,3,7,0,0,13.04968730267293
3,2.5,2340,4273,2400,4624,3,7,0,0,13.038875241052304
3,1.75,1670,5100,2140,4452,5,7,2,0,13.329379172803593
2,1.0,890,3271,1190,5175,4,6,0,0,12.921472880009725
2,1.5,1090,847,1090,1118,3,8,0,0,12.672949516558306
2,1.0,1070,4500,1320,4465,3,7,0,0,12.936036208848487
4,1.75,1770,9848,2040,9587,3,8,0,0,13.314884408930029
4,4.5,5250,48352,2500,48352,3,10,0,0,13.726680437153236
3,1.0,1440,13824,2540,12092,4,7,0,0,13.311331132544721
2,1.5,1760,12000,2200,12088,4,7,0,0,13.122365377402328
4,1.75,2430,13211,1330,10500,4,7,0,0,13.005831808336863
3,2.0,1380,3500,1620,3900,3,7,0,0,12.524530013005734
4,2.5,3240,3600,1820,3600,3,9,0,0,14.014362236381235
3,2.0,1400,6200,1410,7564,3,6,0,0,12.388398368982115
3,1.0,2270,4182,1860,4080,4,7,0,0,13.377007146164305
3,1.5,1650,3150,1650,4500,4,8,0,0,13.340696979437066
4,2.5,2640,5595,1840,5011,3,8,0,0,12.868737422460093
3,2.5,3080,7363,2860,5273,3,9,0,0,13.102162710901053
4,2.5,2120,215186,2000,215186,2,7,0,0,12.890181604139126
2,1.0,1470,3864,1570,3864,4,7,0,0,13.214032390746006
5,3.25,2980,7095,1670,7140,3,9,0,0,13.745947166618956
5,3.0,3340,10796,3290,12955,3,9,2,0,14.099185362030282
3,2.5,2600,7210,2350,7225,3,8,0,0,13.07107218827772
4,2.5,2110,3825,1950,3825,3,7,0,0,12.69771850797869
4,1.5,1150,9360,1480,8155,3,6,0,0,12.718899265966332
4,2.5,2210,17715,2210,16907,3,8,0,0,12.793862088206213
2,2.25,1700,2383,1700,2700,3,8,0,0,13.065795142315812
2,1.0,1230,7560,1270,7560,3,7,0,0,12.745488641595722
3,1.0,1510,6083,1510,5712,4,6,0,0,12.65699220175776
3,1.5,2290,9600,1310,9600,4,7,0,0,12.254629449139815
3,2.5,3000,25341,3000,32417,3,9,0,0,13.51440681653079
4,2.5,4570,74487,3810,74487,5,12,4,0,14.272936037914342
3,1.75,1080,9262,1090,9262,3,7,0,0,12.128116509451258
4,1.75,2500,7000,1680,7000,3,7,0,0,13.279368835614243
3,1.0,1070,22489,1880,20250,3,7,0,0,12.180759965737863
4,2.5,2430,5366,2100,5414,3,8,0,0,12.679199517372098
3,2.5,2840,7500,2580,5918,3,11,3,0,13.897091466615258
3,2.5,1530,3210,1330,4410,5,7,0,0,13.208542908506082
4,2.5,2100,7920,1230,7920,4,6,0,0,12.969214528909768
3,1.0,990,7420,1010,7420,5,6,0,0,12.245298166364206
3,1.0,1510,6000,1125,6000,3,8,0,0,12.644330802262578
4,2.25,1720,7803,1720,7803,3,8,0,0,12.727099063830192
3,1.75,1830,4500,1830,4080,4,7,0,0,13.157732451741687
4,3.0,3370,7920,2730,7380,3,10,3,0,14.096923772119156
3,2.5,2600,4506,2600,4658,3,8,0,0,13.151924121391561
4,1.75,1340,8400,1980,8400,5,7,0,0,12.948012371209098
2,1.0,1410,5000,1450,5000,4,7,2,0,12.999067423500716
3,1.5,1310,2996,1310,2997,3,7,0,0,12.894209796826232
2,1.0,1210,3090,1210,3348,3,6,0,0,12.810391344620207
3,1.5,1370,10176,1650,10176,3,6,0,0,12.04355959836804
4,2.5,3000,7500,2580,5000,3,9,0,0,14.339055546554926
6,2.75,2730,5000,2090,5000,3,8,0,0,13.504902345124338
5,1.0,1790,30456,2420,35647,4,7,0,0,12.754196944209095
4,2.5,2550,7200,2560,5715,3,7,2,0,12.946821188676783
3,2.5,2650,9380,2310,9600,5,8,0,0,13.28787951079572
3,1.75,1480,7560,1510,7250,3,6,0,0,12.837214094730816
3,1.0,1250,9126,1440,10620,3,7,0,0,12.706850963741102
3,2.0,1440,7008,1680,7200,3,7,0,0,12.409017571151187
2,2.25,1640,2128,1640,2128,4,8,0,0,12.921472880009725
3,2.5,2870,5163,1630,7995,3,9,0,0,13.68767832281738
4,1.0,1390,4240,1810,4240,3,7,0,0,13.395593014723183
4,4.25,4250,6552,3640,8841,4,10,3,0,14.711598990684092
5,2.0,2400,3500,1520,4000,3,8,0,0,13.384729180332174
3,2.5,2270,7887,2550,7133,3,8,2,0,13.091906231773164
4,2.5,2150,3721,2150,3721,3,8,0,0,12.468440756144114
5,3.75,5350,15360,3740,15940,3,11,1,0,15.022977550498084
4,2.5,3040,6887,2790,7196,3,8,0,0,13.380103119076898
4,1.5,1550,3000,1710,5535,3,7,0,0,13.034626646500051
3,2.25,1540,5338,1680,6525,5,7,0,0,13.197472705176983
4,2.0,1540,9279,1540,5110,3,7,0,0,12.367345048436391
4,2.5,2150,8173,2080,7620,3,8,0,0,12.936036208848487
3,1.0,1970,22144,1970,13500,4,7,0,0,13.025854679664231
3,2.0,1270,1323,1330,1323,3,8,0,0,12.793862088206213
3,2.25,1850,12000,1580,12616,4,7,0,0,13.05942570755364
5,2.25,1780,7245,1780,7653,4,8,0,0,13.064736383209516
4,2.5,2890,9775,2640,7184,3,8,2,0,13.26212705890841
3,1.75,2000,5000,1750,5000,4,7,0,0,13.210376086227196
3,1.75,1490,11360,2350,10320,3,8,0,0,13.102162710901053
3,2.25,1420,983,1530,1280,3,8,0,0,13.122365377402328
4,1.75,1500,6820,1360,4125,5,7,0,0,13.569611298299009
3,1.75,1550,3680,1560,4000,3,7,0,0,13.180634172318978
2,2.0,1500,1408,1500,1245,3,7,0,0,12.639885466820441
3,2.25,2370,10890,2370,9514,4,7,0,0,13.757352703673593
3,3.0,2230,1407,2290,1407,3,8,0,0,13.361381852676738
1,1.0,1020,6871,1260,6933,3,6,0,0,11.933449942749286
3,1.75,1880,16239,1260,7528,3,7,0,0,13.021439671201302
4,3.5,3170,3858,2640,3844,3,8,0,0,13.112315061750808
2,1.0,590,8717,1370,6760,3,6,0,0,12.388398368982115
3,1.75,1840,5664,1480,5664,3,7,0,0,13.345508528717259
4,1.0,1130,13927,1800,8274,3,6,0,0,12.112865752267137
4,2.75,2000,5827,1710,6929,3,7,0,0,12.371591321286905
3,2.5,1770,3451,1490,2138,3,7,0,0,12.121336859237145
3,1.75,2650,11774,2650,10120,3,8,1,0,13.120363378739663
3,2.75,2500,7378,2040,7140,5,7,0,0,13.45883704259595
3,2.25,1820,6000,1970,6232,4,7,0,0,13.029921280714712
3,1.0,1330,5412,1710,10825,5,7,0,0,12.193498926601634
4,2.75,2600,4674,2600,6099,3,8,0,0,13.527829818844937
2,2.75,2090,23962,1820,32340,4,8,3,0,13.38318953651709
4,2.5,2190,7000,2040,7700,3,8,0,0,12.721739531452183
2,2.5,2390,6928,2390,12852,4,8,3,0,13.576619919522388
3,1.0,1120,8576,1050,8812,3,6,0,0,12.218500103788143
4,2.5,3090,7112,3050,6000,3,9,0,0,13.560619598657233
2,1.75,1960,6000,1650,6000,4,7,0,0,13.077368103521614
4,2.75,1830,3420,1813,3420,3,8,0,0,12.505439929198145
4,3.5,3370,5000,1820,5000,3,8,2,0,13.710151153416941
4,2.0,1690,8208,1620,8496,4,7,0,0,13.077368103521614
3,1.0,1530,4944,1500,4944,3,7,0,0,13.369225017834633
3,1.75,1570,15330,1250,13330,3,7,0,0,12.82396003700373
1,0.75,760,10079,1230,14267,5,5,4,1,12.820990681250251
2,1.0,1280,5500,1270,5500,3,7,0,0,12.388190014812611
3,2.25,2000,7560,2040,6949,3,7,0,0,12.611541086966115
3,2.25,2090,7450,1740,7644,3,7,0,0,13.091906231773164
4,2.5,2690,18653,2230,9744,3,8,0,0,13.377007146164305
2,1.5,1300,1229,1430,1255,3,8,0,0,13.085701467719382
3,2.5,3310,4682,2660,5166,3,9,0,0,13.258293640437104
4,2.5,3520,12193,3470,11318,4,10,0,0,13.715691327653829
3,1.0,1220,5652,1490,2467,3,6,0,0,13.26212705890841
4,4.5,3890,5906,4170,6052,3,11,3,0,13.785052381406869
4,2.5,1790,19177,1760,11726,4,7,0,0,12.408813469524198
3,2.0,1810,2738,1760,2754,4,9,0,0,13.151924121391561
3,1.5,1460,11407,1470,11407,3,7,0,0,12.850557278777309
3,2.0,2040,5600,2120,4958,5,7,1,0,13.190023895035274
3,2.5,2570,10431,2590,10078,3,9,0,0,12.899097318586382
3,1.75,1460,7862,2200,9293,3,7,0,0,12.628070334272698
3,2.25,1840,6750,1750,7004,4,7,0,0,12.487488878546145
3,1.75,1590,14766,2040,10190,3,8,0,0,12.834683971615659
3,1.75,2480,10804,2480,10400,3,8,0,0,13.102060665086476
2,1.5,800,5192,1190,5320,5,7,0,0,12.724720594977294
5,4.5,4350,13405,3990,7208,3,11,0,0,14.13396501635527
4,2.0,2760,21465,2550,13144,4,9,0,0,13.038875241052304
5,4.0,3210,7200,2750,7200,3,8,0,0,13.049794835104816
3,2.5,2577,156816,2090,156816,3,8,0,0,13.112315061750808
3,2.75,2770,3809,1440,4000,5,7,0,0,12.668629868984294
3,2.25,2140,9775,2050,8625,4,7,0,0,12.25486757159303
4,3.0,2560,5606,2667,7334,3,9,0,0,12.765691290604371
3,1.75,2100,6874,2220,5912,3,7,0,0,13.270785106659046
2,1.0,930,6900,1910,7194,3,7,2,0,12.567240979056246
3,2.25,1760,10835,2050,10488,4,8,0,0,12.994532278619134
2,1.0,740,5100,920,5100,4,7,0,0,13.017005083966255
3,2.5,2450,7051,2450,8788,3,8,0,0,13.193941437742497
4,2.75,2150,16728,2200,9257,4,8,0,0,13.316285717486736
3,2.5,1630,2640,1630,3000,5,8,0,0,13.592368256649284
3,3.0,2490,27702,2580,12119,3,10,4,1,14.349076255209846
4,1.5,1850,3600,1970,3600,3,8,0,0,13.732130035981154
2,1.0,990,45528,1730,45528,4,7,0,0,12.54254845357358
3,3.5,4080,217697,2710,217790,3,10,3,0,13.710151153416941
4,1.5,1760,6150,1760,8276,3,7,0,0,12.367345048436391
3,2.75,2770,54707,1640,54707,3,8,0,0,13.060490101343552
3,1.0,1280,9630,1300,9453,3,7,0,0,12.871337193291367
4,2.5,2680,15508,1960,15586,3,8,0,0,12.611541086966115
3,4.5,3850,62726,2630,46609,3,10,0,0,13.726680437153236
3,2.5,2196,7475,1860,6755,3,8,0,0,12.717401142834069
3,1.0,1120,7320,1410,6328,4,7,0,0,12.780439105411505
4,3.5,2760,4000,1690,4000,3,8,2,0,13.547632419997361
3,1.5,1170,4080,920,4242,5,6,0,0,12.793862088206213
8,5.0,2800,2580,1800,2580,3,8,0,0,13.102162710901053
4,2.5,2380,5000,2420,5000,3,8,0,0,12.793862088206213
4,2.75,2610,8760,2550,10376,4,8,0,0,13.544359098938253
4,2.5,2640,8625,2240,8700,3,8,0,0,12.971310228604022
2,1.0,760,4000,1520,4000,3,7,0,0,12.936036208848487
3,1.0,1240,14110,2060,19350,4,7,0,0,12.506180941677357
3,2.5,1710,1904,1260,1316,3,8,0,0,13.269059483669357
4,2.75,3280,6845,3280,7467,3,10,0,0,13.50694663606553
4,2.5,2840,6284,2790,7168,3,9,0,0,13.363316983925534
3,2.25,3370,11757,2690,10500,4,9,2,0,13.813509557297108
4,3.0,2520,4104,2510,5015,3,7,0,0,13.122365377402328
3,2.5,1740,2226,1740,1789,3,8,0,0,12.742568940017076
3,2.25,2420,23507,2540,22257,4,8,0,0,13.560475072271236
2,1.0,1070,2880,2030,2880,3,7,0,0,12.765691290604371
2,1.0,1180,9350,1780,9306,3,6,0,0,11.982935344196433
2,2.0,1870,4751,2170,5580,3,8,0,0,13.292107839753712
3,4.0,3910,5350,2890,5350,5,10,2,0,14.343193888767015
2,2.25,1040,1516,1560,1920,3,8,0,0,12.971542813248437
4,2.75,2840,8800,1840,7700,3,9,0,0,13.484922376288697
4,2.0,2240,10296,2500,10918,5,8,0,0,14.115615891155079
4,2.25,2210,10039,2070,10965,4,8,0,0,13.3374763699232
2,1.0,970,2700,1570,3348,4,7,0,0,12.959846800844963
3,1.75,1360,13320,1580,13625,4,7,0,0,12.706699437569211
3,1.75,1900,11407,1710,11407,3,8,0,0,12.793862088206213
3,1.75,2440,10179,1650,9711,4,7,0,0,12.544332569000922
4,1.75,1920,3844,1480,3844,3,7,0,0,13.126357390703754
3,1.5,1800,8303,1800,8171,3,7,0,0,13.000198003314573
4,3.75,4980,18069,4080,14577,3,11,3,0,14.006131744018864
3,2.5,2160,10200,2010,7850,3,7,0,0,12.91164481522143
3,2.25,2200,8375,2200,10002,3,8,0,0,12.560833759263632
3,2.25,2150,30476,2010,10800,3,7,0,0,12.721888795877375
4,1.5,1220,9600,1180,9000,3,6,0,0,12.644330802262578
4,3.5,3030,5494,2910,5314,3,9,0,0,13.592305754774207
4,2.75,3110,6050,3590,6054,3,9,0,0,13.592355756586782
3,1.75,1690,9826,1980,9826,4,7,0,0,12.546113507028412
6,3.0,1880,7200,1540,13022,4,7,0,0,12.694655727828803
4,1.75,1850,7500,1460,7500,3,7,0,0,12.106810165667413
3,2.0,1700,11475,1560,11475,5,6,0,0,12.323860125621126
3,1.75,1870,9000,2030,8160,5,9,0,0,13.297809687091625
3,1.5,1620,5108,1380,6130,3,7,0,0,13.120563759062184
4,2.25,2030,8517,2230,8824,4,8,0,0,13.122365377402328
2,1.0,1070,2196,1160,3600,4,7,0,0,12.754196944209095
3,1.75,1680,7770,1880,7770,4,7,0,0,13.180634172318978
4,3.75,4520,9240,3380,9240,3,10,2,0,14.038654909278163
3,2.5,2150,4332,2140,4332,3,8,0,0,12.923914877701906
4,3.75,4260,9800,1950,8970,3,10,0,0,13.878486296092358
2,1.0,670,2378,700,2970,3,5,0,0,12.07254696717504
5,3.0,4150,7500,2250,4050,5,11,4,0,14.93555845361667
4,2.25,1770,7799,1770,7778,3,7,0,0,12.691583538230217
4,2.5,3720,8633,3515,9660,3,10,0,0,13.617060838751888
3,1.0,1190,9000,1960,7200,3,7,0,0,12.499864763577847
4,2.5,2790,43091,2750,35290,4,9,0,0,13.407543823396258
2,1.0,820,4234,1550,4236,3,6,1,0,12.873776369186693
4,2.5,2080,5191,2170,5518,3,8,0,0,13.30635187740947
2,1.0,1010,3600,1540,3600,3,7,0,0,13.560619598657233
4,2.5,2370,30378,2870,34834,3,8,0,0,13.079457964073546
4,3.0,2620,214750,2060,212137,3,8,0,0,13.427641232095326
3,2.5,2030,8000,2290,7945,3,7,0,0,12.628070334272698
4,2.5,3070,5936,3160,5936,3,9,0,0,13.502170106720037
3,1.75,1530,7650,1850,6804,4,8,0,0,12.666660207428574
2,2.25,1260,1240,1330,1300,3,8,0,0,13.091906231773164
5,1.75,1798,11232,1300,15582,3,7,0,0,12.20557752297723
4,3.75,2890,4164,2354,3207,3,9,0,0,13.910821646859095
4,3.25,4280,47179,2820,43401,3,10,0,0,13.507559109305985
4,4.5,5670,84267,4100,83729,3,11,2,0,13.74830287778897
2,1.0,1140,5720,1410,5832,3,7,0,0,13.02805489573287
4,2.5,1840,9611,1830,8505,3,7,0,0,12.793862088206213
3,1.0,1040,9800,1280,8880,4,7,0,0,12.834683971615659
4,2.5,2540,28563,2790,20301,3,10,0,0,13.560619598657233
3,1.0,1060,7638,1470,8097,5,7,0,0,12.948012371209098
4,2.25,2050,9583,2230,9730,3,8,2,0,12.863595239117187
5,1.75,2120,8399,2120,8398,4,7,0,0,12.841834327644884
4,1.0,1530,4875,1470,4875,3,7,0,0,12.00762780434872
3,1.0,1410,7700,1510,7700,3,7,0,0,12.323860125621126
4,2.25,2220,8125,1980,8700,4,8,0,0,13.22672519452875
4,1.75,1860,7350,1710,7350,4,7,0,0,12.429220196836383
4,3.75,4133,361548,1970,291416,3,11,0,0,13.794798537295257
3,2.25,1190,1149,1210,1316,3,8,0,0,12.899222326086994
2,1.0,1420,4305,1420,4305,4,7,0,0,13.102162710901053
5,3.75,3330,5042,1780,3990,3,9,2,0,14.13396501635527
3,1.0,1410,9656,2410,9384,3,7,0,0,13.732130035981154
3,2.0,1690,10062,2390,6650,5,7,2,0,12.783250457245325
4,2.5,1900,5889,1870,6405,3,7,0,0,12.793862088206213
2,1.0,740,7380,1500,10075,4,6,0,0,12.269052139516223
3,2.5,2480,7428,2600,8322,3,9,0,0,13.499430382731967
6,2.25,2930,15949,1730,8550,4,8,0,0,12.969913583583338
3,1.0,1350,8581,2080,8451,5,6,0,0,12.75275081654168
3,1.75,2930,266587,2700,438213,3,8,0,0,13.217584462330732
3,2.0,1580,14398,1650,14407,3,7,0,0,13.333354992108994
5,2.0,2960,10960,2160,10960,4,7,0,0,13.592368256649284
3,1.75,1570,8530,1530,8708,4,7,0,0,13.122365377402328
4,2.5,3610,13292,3000,10776,3,10,0,0,13.683018624914414
3,2.75,2200,7000,1670,7000,4,7,0,0,12.691583538230217
3,2.25,1420,1230,1400,1230,3,8,0,0,12.959846800844963
8,3.5,4440,6480,4440,8640,5,10,3,0,14.493544608328255
4,3.5,5360,25800,2650,21781,3,9,0,0,13.45883704259595
3,1.5,1980,11214,1510,9072,3,7,0,0,12.367345048436391
3,2.0,2020,8118,1670,8118,3,7,0,0,13.137253960339487
3,1.0,1120,8342,1190,6660,4,7,0,0,12.230770136157428
3,1.0,1270,8508,1200,9415,4,6,0,0,11.80560254159177
4,2.0,1680,2600,1680,3340,5,7,0,0,13.22672519452875
4,2.0,2340,10507,990,10507,4,6,0,0,12.301387370778713
3,1.5,1370,11400,1390,9600,3,7,0,0,12.54254845357358
3,2.5,2280,213879,2380,178160,3,8,0,0,12.805598469420875
3,1.75,2220,216493,2900,169884,3,8,2,0,13.279368835614243
2,2.5,2550,216344,1750,289978,3,7,0,0,12.75130259456002
6,3.0,3560,4290,3040,6000,4,7,0,0,12.983103608918753
4,2.5,2790,15653,3520,15653,4,10,0,0,13.76421831620775
3,2.0,1420,16000,1900,12630,3,7,0,0,12.689889802183568
4,1.75,1580,8856,1390,9490,3,7,0,0,12.464587201678082
4,2.0,1460,7254,1460,7236,3,6,0,0,11.918397239722838
3,2.5,1640,1269,1590,1231,3,8,0,0,13.269059483669357
3,2.5,2500,21780,2670,23400,3,8,0,0,12.873904582205107
7,2.25,3170,36384,2460,38370,3,8,0,0,13.304686600863562
3,1.0,880,18109,940,11193,4,6,0,0,11.561725152903833
2,1.0,840,5551,1270,4652,3,6,0,0,12.765691290604371
4,2.75,2330,3920,2410,4063,3,9,0,0,13.429849547739444
4,1.75,1990,8900,2620,8925,4,8,0,0,13.521140839642674
3,2.25,1860,1558,1760,2456,3,8,0,0,13.199233673682526
3,1.0,1250,7280,1450,7350,3,7,0,0,12.30592250537653
4,2.5,1930,8660,1830,9591,3,7,0,0,12.431617311859128
2,1.0,910,4725,1600,5200,3,7,0,0,13.151924121391561
3,1.0,1450,7200,1500,6767,3,7,0,0,12.631343648903034
3,2.5,2230,8296,2480,5940,3,7,0,0,12.861001210669146
3,1.0,1250,7157,1300,6796,3,7,0,0,12.899222326086994
2,1.75,1560,4141,1210,4141,4,7,0,0,13.215873756720814
4,1.5,1450,5530,1060,5200,4,6,0,0,12.074881369837826
4,1.0,1460,7200,1690,7357,4,7,0,0,12.676079399771027
2,2.25,1060,925,1020,4000,3,8,0,0,13.07107218827772
3,2.25,1990,8501,2090,6459,3,8,0,0,13.244228735697845
5,1.75,3250,13702,2620,11328,3,8,2,0,13.047271228800112
4,2.0,2195,2681,1710,1280,3,7,0,0,12.880166967647012
3,2.0,2510,5200,990,5400,5,8,0,0,13.239258908233676
3,1.0,1760,6927,2060,9120,3,7,0,0,13.005719442726015
2,1.0,820,5700,1000,5700,5,5,0,0,12.245298166364206
4,2.0,1610,6650,1960,6650,3,7,0,0,12.468248430698097
3,1.75,1140,22267,1150,15625,3,7,0,0,12.505810504075185
3,1.0,1910,8710,1460,8944,3,7,0,0,12.468440756144114
2,1.75,1670,4200,1340,2875,3,7,0,0,13.102162710901053
3,1.0,1350,7740,1130,7740,4,6,0,0,12.77422616877261
3,1.75,2320,7875,1990,9720,3,8,0,0,12.80712920793062
3,1.75,1620,9600,1660,10200,4,7,0,0,12.657151449598695
5,2.5,2490,9639,2290,9958,4,8,0,0,13.674524016073113
4,3.5,3320,8808,3160,9226,3,9,0,0,13.574713343675166
5,2.25,2700,9000,2630,9000,5,9,0,0,13.707926460869462
2,2.5,1770,7155,2410,10476,3,8,4,1,13.976779556623864
5,2.25,2180,6000,2160,8800,4,8,0,0,13.361381852676738
3,1.5,1060,9711,1650,9711,3,7,0,0,12.583998677043747
3,2.25,2630,12899,3140,15320,4,9,0,0,13.805461232211272
2,1.0,740,6460,1170,6975,3,6,0,0,12.092349482427034
3,2.25,2920,6300,1940,6300,3,8,0,0,13.429849547739444
3,1.0,1060,7920,1060,7457,4,7,0,0,12.696188290481068
3,1.75,1300,8976,1430,9750,3,7,0,0,12.371591321286905
4,2.5,2400,7292,1710,7909,3,8,0,0,12.936036208848487
4,2.25,1990,8548,2320,8926,3,8,0,0,12.983103608918753
3,2.0,1320,8959,1740,7316,3,7,0,0,12.487488878546145
4,2.5,2100,19680,1340,12300,3,6,0,0,12.240478903153711
3,2.0,1340,10200,1420,10200,3,7,0,0,12.736556768559339
